OriginalVariableNames,Var1,Var2,Var3,Var4
Var1,1.8019473613328,2.32634787404084,2.64498723800522,2.85074838674888
Var2,3.09105754782723,3.00083762423692,3.54698822288819,2.7570751733363
Var3,3.29376944014254,2.7570751733363,-2.7570751733363,2.07300077090504
Var4,0.967421566101701,3.00083762423692,0.861454598590915,3.47669725441685
Var5,1.48472664046793,2.14633550424814,4.65269574808168,3.00083762423692
Var6,2.32634787404084,2.21216257971941,1.24758289367085,3.00083762423692
Var7,2.44053316836227,3.70934200114148,0.904419972668249,2.85074838674888
Var8,1.89562057474538,2.7570751733363,2.64498723800522,3.60789943958544
Var9,1.89562057474538,2.57969497717664,2.8922966959737,2.32634787404084
Var10,3.09105754782723,1.65185812384476,-0.385936452140158,2.64498723800522
Var11,3.39391839791898,2.4660581729227,1.46898874434038,2.32634787404084
Var12,2.32634787404084,1.76039905210798,0,1.89562057474538
Var13,1.39814886539716,2.32634787404084,0,3.16796910761376
Var14,1.96024151724027,2.64498723800522,2.13514104775628,2.85074838674888
Var15,2.32634787404084,4.65269574808168,0,2.44053316836227
Var16,2.50636024383355,2.64498723800522,2.64498723800522,4.65269574808168
Var17,2.07300077090504,3.16796910761376,2.7570751733363,2.8922966959737
Var18,4.65269574808168,2.7570751733363,-1.89562057474538,3.00083762423692
Var19,2.00770851007647,1.8019473613328,2.4660581729227,3.00083762423692
Var20,2.7570751733363,3.29376944014254,-1.56163820025445,0.887558154085437
Var21,4.65269574808168,3.00083762423692,0.243762450900624,2.4660581729227
Var22,1.41789000550346,2.32634787404084,2.07300077090504,1.65185812384476
Var23,1.56163820025445,1.9775921785238,1.82483913057209,2.32634787404084
Var24,2.32634787404084,2.32634787404084,-1.48472664046793,3.09105754782723
Var25,1.89562057474538,2.07300077090504,1.09496833670871,2.00770851007647
Var26,1.89562057474538,3.09105754782723,-2.00770851007647,2.57969497717664
Var27,2.07300077090504,4.65269574808168,3.47669725441685,3.29376944014254
Var28,2.32634787404084,2.57969497717664,4.65269574808168,2.57969497717664
Var29,1.82483913057209,2.7570751733363,1.02264316285881,2.32634787404084
Var30,3.00083762423692,3.16796910761376,1.09496833670871,1.8019473613328
